Student_ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Average Score,Percentage,Grade,Result,Attendance
249,female,group B,high school,standard,none,65.0,64.0,62.0,191.0,63.666666666666664,63.66666666666667,C,Pass,60
250,male,group C,high school,standard,none,68.0,60.0,53.0,181.0,60.333333333333336,60.333333333333336,C,Pass,66
251,male,group A,some high school,standard,completed,47.0,49.0,49.0,145.0,48.333333333333336,48.333333333333336,D,Pass,79
252,female,group D,some college,free/reduced,none,71.0,83.0,83.0,237.0,79.0,79.0,B,Pass,73
253,female,group B,some high school,standard,completed,60.0,70.0,70.0,200.0,66.66666666666667,66.66666666666666,C,Pass,100
254,male,group D,master's degree,standard,none,80.0,80.0,72.0,232.0,77.33333333333333,77.33333333333333,B,Pass,63
255,male,group D,high school,standard,none,54.0,52.0,52.0,158.0,52.666666666666664,52.666666666666664,D,Pass,76
256,female,group E,some college,standard,none,62.0,73.0,70.0,205.0,68.33333333333333,68.33333333333333,C,Pass,100
257,female,group C,associate's degree,free/reduced,none,64.0,73.0,68.0,205.0,68.33333333333333,68.33333333333333,C,Pass,76
258,male,group C,associate's degree,standard,completed,78.0,77.0,77.0,232.0,77.33333333333333,77.33333333333333,B,Pass,68
259,female,group B,some college,standard,none,70.0,75.0,78.0,223.0,74.33333333333333,74.33333333333333,B,Pass,62
260,female,group C,master's degree,free/reduced,completed,65.0,81.0,81.0,227.0,75.66666666666667,75.66666666666667,B,Pass,88
261,female,group C,some high school,free/reduced,completed,64.0,79.0,77.0,220.0,73.33333333333333,73.33333333333333,B,Pass,68
262,male,group C,some college,standard,completed,79.0,79.0,78.0,236.0,78.66666666666667,78.66666666666666,B,Pass,90
263,female,group C,some high school,free/reduced,none,44.0,50.0,51.0,145.0,48.333333333333336,48.333333333333336,D,Pass,60
264,female,group E,high school,standard,none,99.0,93.0,90.0,282.0,94.0,94.0,A+,Pass,65
265,male,group D,high school,standard,none,76.0,73.0,68.0,217.0,72.33333333333333,72.33333333333334,B,Pass,78
266,male,group D,some high school,free/reduced,none,59.0,42.0,41.0,142.0,47.333333333333336,47.333333333333336,D,Pass,80
267,female,group C,bachelor's degree,standard,none,63.0,75.0,81.0,219.0,73.0,73.0,B,Pass,98
268,female,group D,high school,standard,none,69.0,72.0,77.0,218.0,72.66666666666667,72.66666666666667,B,Pass,67
269,female,group D,associate's degree,standard,completed,88.0,92.0,95.0,275.0,91.66666666666667,91.66666666666666,A+,Pass,95
270,female,group E,some college,free/reduced,none,71.0,76.0,70.0,217.0,72.33333333333333,72.33333333333334,B,Pass,89
271,male,group C,bachelor's degree,standard,none,69.0,63.0,61.0,193.0,64.33333333333333,64.33333333333333,C,Pass,67
272,male,group C,some college,standard,none,58.0,49.0,42.0,149.0,49.666666666666664,49.666666666666664,D,Pass,86
273,female,group D,associate's degree,free/reduced,none,47.0,53.0,58.0,158.0,52.666666666666664,52.666666666666664,D,Pass,87
274,female,group D,some college,standard,none,65.0,70.0,71.0,206.0,68.66666666666667,68.66666666666667,C,Pass,96
275,male,group B,some college,standard,completed,88.0,85.0,76.0,249.0,83.0,83.0,A,Pass,86
276,male,group C,bachelor's degree,standard,none,83.0,78.0,73.0,234.0,78.0,78.0,B,Pass,87
277,female,group C,some high school,standard,completed,85.0,92.0,93.0,270.0,90.0,90.0,A+,Pass,77
278,female,group E,high school,standard,completed,59.0,63.0,75.0,197.0,65.66666666666667,65.66666666666666,C,Pass,82
279,female,group C,some high school,free/reduced,none,65.0,86.0,80.0,231.0,77.0,77.0,B,Pass,86
280,male,group B,bachelor's degree,free/reduced,none,73.0,56.0,57.0,186.0,62.0,62.0,C,Pass,97
281,male,group D,high school,standard,none,53.0,52.0,42.0,147.0,49.0,49.0,D,Pass,64
282,male,group D,high school,standard,none,45.0,48.0,46.0,139.0,46.333333333333336,46.33333333333333,D,Pass,93
283,female,group D,bachelor's degree,free/reduced,none,73.0,79.0,84.0,236.0,78.66666666666667,78.66666666666666,B,Pass,86
284,female,group D,some college,free/reduced,completed,70.0,78.0,78.0,226.0,75.33333333333333,75.33333333333333,B,Pass,88
285,female,group B,some high school,standard,none,37.0,46.0,46.0,129.0,43.0,43.0,D,Pass,95
286,male,group B,associate's degree,standard,completed,81.0,82.0,82.0,245.0,81.66666666666667,81.66666666666667,A,Pass,78
287,male,group E,associate's degree,standard,completed,97.0,82.0,88.0,267.0,89.0,89.0,A,Pass,89
288,female,group B,some high school,standard,none,67.0,89.0,82.0,238.0,79.33333333333333,79.33333333333333,B,Pass,95
289,male,group B,bachelor's degree,free/reduced,none,88.0,75.0,76.0,239.0,79.66666666666667,79.66666666666666,B,Pass,76
290,male,group E,some high school,standard,completed,77.0,76.0,77.0,230.0,76.66666666666667,76.66666666666667,B,Pass,60
291,male,group C,associate's degree,standard,none,76.0,70.0,68.0,214.0,71.33333333333333,71.33333333333334,B,Pass,65
292,male,group D,some high school,standard,none,86.0,73.0,70.0,229.0,76.33333333333333,76.33333333333333,B,Pass,64
293,male,group C,some high school,standard,completed,63.0,60.0,57.0,180.0,60.0,60.0,C,Pass,79
294,female,group E,bachelor's degree,standard,none,65.0,73.0,75.0,213.0,71.0,71.0,B,Pass,97
295,male,group D,high school,free/reduced,completed,78.0,77.0,80.0,235.0,78.33333333333333,78.33333333333333,B,Pass,68
296,male,group B,associate's degree,free/reduced,none,67.0,62.0,60.0,189.0,63.0,63.0,C,Pass,80
297,male,group A,some high school,standard,completed,46.0,41.0,43.0,130.0,43.333333333333336,43.333333333333336,D,Pass,76
298,male,group E,associate's degree,standard,completed,71.0,74.0,68.0,213.0,71.0,71.0,B,Pass,95
299,male,group C,high school,free/reduced,completed,40.0,46.0,50.0,136.0,45.333333333333336,45.33333333333333,D,Pass,82
300,male,group D,associate's degree,free/reduced,none,90.0,87.0,75.0,252.0,84.0,84.0,A,Pass,84
301,male,group A,some college,free/reduced,completed,81.0,78.0,81.0,240.0,80.0,80.0,A,Pass,79
302,male,group D,some high school,free/reduced,none,56.0,54.0,52.0,162.0,54.0,54.0,D,Pass,95
303,female,group C,associate's degree,standard,completed,67.0,84.0,81.0,232.0,77.33333333333333,77.33333333333333,B,Pass,87
304,male,group B,associate's degree,standard,none,80.0,76.0,64.0,220.0,73.33333333333333,73.33333333333333,B,Pass,65
305,female,group C,associate's degree,standard,completed,74.0,75.0,83.0,232.0,77.33333333333333,77.33333333333333,B,Pass,94
306,male,group A,some college,standard,none,69.0,67.0,69.0,205.0,68.33333333333333,68.33333333333333,C,Pass,99
307,male,group E,some college,standard,completed,99.0,87.0,81.0,267.0,89.0,89.0,A,Pass,88
308,male,group C,some high school,standard,none,51.0,52.0,44.0,147.0,49.0,49.0,D,Pass,80
309,female,group B,associate's degree,free/reduced,none,53.0,71.0,67.0,191.0,63.666666666666664,63.66666666666667,C,Pass,75
310,female,group D,high school,free/reduced,none,49.0,57.0,52.0,158.0,52.666666666666664,52.666666666666664,D,Pass,67
311,female,group B,associate's degree,standard,none,73.0,76.0,80.0,229.0,76.33333333333333,76.33333333333333,B,Pass,70
312,male,group B,bachelor's degree,standard,none,66.0,60.0,57.0,183.0,61.0,61.0,C,Pass,66
313,male,group D,bachelor's degree,standard,completed,67.0,61.0,68.0,196.0,65.33333333333333,65.33333333333333,C,Pass,91
314,female,group C,associate's degree,free/reduced,completed,68.0,67.0,69.0,204.0,68.0,68.0,C,Pass,63
315,female,group C,bachelor's degree,standard,completed,59.0,64.0,75.0,198.0,66.0,66.0,C,Pass,85
316,male,group C,high school,standard,none,71.0,66.0,65.0,202.0,67.33333333333333,67.33333333333333,C,Pass,62
317,female,group D,master's degree,standard,completed,77.0,82.0,91.0,250.0,83.33333333333333,83.33333333333334,A,Pass,67
318,male,group C,associate's degree,standard,none,83.0,72.0,78.0,233.0,77.66666666666667,77.66666666666666,B,Pass,68
319,male,group B,bachelor's degree,standard,none,63.0,71.0,69.0,203.0,67.66666666666667,67.66666666666666,C,Pass,85
320,female,group D,associate's degree,free/reduced,none,56.0,65.0,63.0,184.0,61.333333333333336,61.33333333333333,C,Pass,78
321,female,group C,high school,free/reduced,completed,67.0,79.0,84.0,230.0,76.66666666666667,76.66666666666667,B,Pass,89
322,female,group E,high school,standard,none,75.0,86.0,79.0,240.0,80.0,80.0,A,Pass,92
323,female,group C,some college,standard,none,71.0,81.0,80.0,232.0,77.33333333333333,77.33333333333333,B,Pass,81
324,female,group C,some high school,free/reduced,none,43.0,53.0,53.0,149.0,49.666666666666664,49.666666666666664,D,Pass,84
325,female,group C,high school,free/reduced,none,41.0,46.0,43.0,130.0,43.333333333333336,43.333333333333336,D,Pass,87
326,female,group C,some college,standard,none,82.0,90.0,94.0,266.0,88.66666666666667,88.66666666666667,A,Pass,92
327,male,group C,some college,standard,none,61.0,61.0,62.0,184.0,61.333333333333336,61.33333333333333,C,Pass,60
328,male,group A,some college,free/reduced,none,28.0,23.0,19.0,70.0,23.333333333333332,23.333333333333332,D,Fail,82
329,male,group C,associate's degree,standard,completed,82.0,75.0,77.0,234.0,78.0,78.0,B,Pass,88
330,female,group B,some high school,standard,none,41.0,55.0,51.0,147.0,49.0,49.0,D,Pass,66
331,male,group C,high school,standard,none,71.0,60.0,61.0,192.0,64.0,64.0,C,Pass,69
332,male,group C,associate's degree,standard,none,47.0,37.0,35.0,119.0,39.666666666666664,39.666666666666664,D,Pass,91
333,male,group E,associate's degree,standard,completed,62.0,56.0,53.0,171.0,57.0,56.99999999999999,D,Pass,72
334,male,group B,associate's degree,standard,none,90.0,78.0,81.0,249.0,83.0,83.0,A,Pass,68
335,female,group C,bachelor's degree,standard,none,83.0,93.0,95.0,271.0,90.33333333333333,90.33333333333333,A+,Pass,72
336,female,group B,some college,free/reduced,none,61.0,68.0,66.0,195.0,65.0,65.0,C,Pass,69
337,male,group D,some high school,standard,completed,76.0,70.0,69.0,215.0,71.66666666666667,71.66666666666667,B,Pass,79
338,male,group C,associate's degree,standard,none,49.0,51.0,43.0,143.0,47.666666666666664,47.66666666666667,D,Pass,80
339,female,group B,some high school,free/reduced,none,24.0,38.0,27.0,89.0,29.666666666666668,29.666666666666668,D,Fail,62
340,female,group D,some high school,free/reduced,completed,35.0,55.0,60.0,150.0,50.0,50.0,D,Pass,82
341,male,group C,high school,free/reduced,none,58.0,61.0,52.0,171.0,57.0,56.99999999999999,D,Pass,99
342,female,group C,high school,standard,none,61.0,73.0,63.0,197.0,65.66666666666667,65.66666666666666,C,Pass,93
343,female,group B,high school,standard,completed,69.0,76.0,74.0,219.0,73.0,73.0,B,Pass,73
344,male,group D,associate's degree,standard,completed,67.0,72.0,67.0,206.0,68.66666666666667,68.66666666666667,C,Pass,67
345,male,group D,some college,standard,none,79.0,73.0,67.0,219.0,73.0,73.0,B,Pass,75
346,female,group C,high school,standard,none,72.0,80.0,75.0,227.0,75.66666666666667,75.66666666666667,B,Pass,98
347,male,group B,some college,standard,none,62.0,61.0,57.0,180.0,60.0,60.0,C,Pass,93
348,female,group C,bachelor's degree,standard,completed,77.0,94.0,95.0,266.0,88.66666666666667,88.66666666666667,A,Pass,67
349,male,group D,high school,free/reduced,none,75.0,74.0,66.0,215.0,71.66666666666667,71.66666666666667,B,Pass,64
350,male,group E,associate's degree,standard,none,87.0,74.0,76.0,237.0,79.0,79.0,B,Pass,65
351,female,group B,bachelor's degree,standard,none,52.0,65.0,69.0,186.0,62.0,62.0,C,Pass,76
352,male,group E,some college,standard,none,66.0,57.0,52.0,175.0,58.333333333333336,58.333333333333336,D,Pass,73
353,female,group C,some college,standard,completed,63.0,78.0,80.0,221.0,73.66666666666667,73.66666666666667,B,Pass,61
354,female,group C,associate's degree,standard,none,46.0,58.0,57.0,161.0,53.666666666666664,53.666666666666664,D,Pass,86
355,female,group C,some college,standard,none,59.0,71.0,70.0,200.0,66.66666666666667,66.66666666666666,C,Pass,64
356,female,group B,bachelor's degree,standard,none,61.0,72.0,70.0,203.0,67.66666666666667,67.66666666666666,C,Pass,80
357,male,group A,associate's degree,standard,none,63.0,61.0,61.0,185.0,61.666666666666664,61.66666666666667,C,Pass,94
358,female,group C,some college,free/reduced,completed,42.0,66.0,69.0,177.0,59.0,59.0,D,Pass,69
359,male,group D,some college,free/reduced,none,59.0,62.0,61.0,182.0,60.666666666666664,60.66666666666667,C,Pass,79
360,female,group D,some college,standard,none,80.0,90.0,89.0,259.0,86.33333333333333,86.33333333333333,A,Pass,99
361,female,group B,high school,standard,none,58.0,62.0,59.0,179.0,59.666666666666664,59.66666666666667,D,Pass,93
362,male,group B,some high school,standard,completed,85.0,84.0,78.0,247.0,82.33333333333333,82.33333333333334,A,Pass,83
363,female,group C,some college,standard,none,52.0,58.0,58.0,168.0,56.0,56.00000000000001,D,Pass,77
364,female,group D,some high school,free/reduced,none,27.0,34.0,32.0,93.0,31.0,31.0,D,Fail,76
365,male,group C,some college,standard,none,59.0,60.0,58.0,177.0,59.0,59.0,D,Pass,90
366,male,group A,bachelor's degree,free/reduced,completed,49.0,58.0,60.0,167.0,55.666666666666664,55.666666666666664,D,Pass,79
367,male,group C,high school,standard,completed,69.0,58.0,53.0,180.0,60.0,60.0,C,Pass,82
368,male,group C,bachelor's degree,free/reduced,none,61.0,66.0,61.0,188.0,62.666666666666664,62.66666666666667,C,Pass,88
369,female,group A,some high school,free/reduced,none,44.0,64.0,58.0,166.0,55.333333333333336,55.333333333333336,D,Pass,97
370,female,group D,some high school,standard,none,73.0,84.0,85.0,242.0,80.66666666666667,80.66666666666666,A,Pass,86
371,male,group E,some college,standard,none,84.0,77.0,71.0,232.0,77.33333333333333,77.33333333333333,B,Pass,64
372,female,group C,some college,free/reduced,completed,45.0,73.0,70.0,188.0,62.666666666666664,62.66666666666667,C,Pass,64
373,male,group D,some high school,standard,none,74.0,74.0,72.0,220.0,73.33333333333333,73.33333333333333,B,Pass,83
374,female,group D,some college,standard,completed,82.0,97.0,96.0,275.0,91.66666666666667,91.66666666666666,A+,Pass,73
375,female,group D,bachelor's degree,standard,none,59.0,70.0,73.0,202.0,67.33333333333333,67.33333333333333,C,Pass,78
376,male,group E,associate's degree,free/reduced,none,46.0,43.0,41.0,130.0,43.333333333333336,43.333333333333336,D,Pass,85
377,female,group D,some high school,standard,none,80.0,90.0,82.0,252.0,84.0,84.0,A,Pass,92
378,female,group D,master's degree,free/reduced,completed,85.0,95.0,100.0,280.0,93.33333333333333,93.33333333333333,A+,Pass,86
379,female,group A,some high school,standard,none,71.0,83.0,77.0,231.0,77.0,77.0,B,Pass,75
380,male,group A,bachelor's degree,standard,none,66.0,64.0,62.0,192.0,64.0,64.0,C,Pass,94
381,female,group B,associate's degree,standard,none,80.0,86.0,83.0,249.0,83.0,83.0,A,Pass,64
382,male,group C,associate's degree,standard,completed,87.0,100.0,95.0,282.0,94.0,94.0,A+,Pass,77
383,male,group C,master's degree,free/reduced,none,79.0,81.0,71.0,231.0,77.0,77.0,B,Pass,70
384,female,group E,some high school,free/reduced,none,38.0,49.0,45.0,132.0,44.0,44.0,D,Pass,88
385,female,group A,some high school,free/reduced,none,38.0,43.0,43.0,124.0,41.333333333333336,41.333333333333336,D,Pass,77
386,female,group E,some college,standard,none,67.0,76.0,75.0,218.0,72.66666666666667,72.66666666666667,B,Pass,100
387,female,group E,bachelor's degree,standard,none,64.0,73.0,70.0,207.0,69.0,69.0,C,Pass,98
388,female,group C,associate's degree,free/reduced,none,57.0,78.0,67.0,202.0,67.33333333333333,67.33333333333333,C,Pass,89
389,female,group D,high school,standard,none,62.0,64.0,64.0,190.0,63.333333333333336,63.33333333333333,C,Pass,93
390,male,group D,master's degree,standard,none,73.0,70.0,75.0,218.0,72.66666666666667,72.66666666666667,B,Pass,84
391,male,group E,some high school,free/reduced,completed,73.0,67.0,59.0,199.0,66.33333333333333,66.33333333333333,C,Pass,91
392,female,group D,some college,standard,none,77.0,68.0,77.0,222.0,74.0,74.0,B,Pass,63
393,male,group E,some college,standard,none,76.0,67.0,67.0,210.0,70.0,70.0,B,Pass,60
394,male,group C,associate's degree,standard,completed,57.0,54.0,56.0,167.0,55.666666666666664,55.666666666666664,D,Pass,67
395,female,group C,some high school,standard,completed,65.0,74.0,77.0,216.0,72.0,72.0,B,Pass,78
396,male,group A,high school,free/reduced,none,48.0,45.0,41.0,134.0,44.666666666666664,44.666666666666664,D,Pass,90
397,female,group B,high school,free/reduced,none,50.0,67.0,63.0,180.0,60.0,60.0,C,Pass,69
398,female,group C,associate's degree,standard,none,85.0,89.0,95.0,269.0,89.66666666666667,89.66666666666666,A,Pass,61
399,male,group B,some high school,standard,none,74.0,63.0,57.0,194.0,64.66666666666667,64.66666666666666,C,Pass,75
400,male,group D,some high school,standard,none,60.0,59.0,54.0,173.0,57.666666666666664,57.666666666666664,D,Pass,89
401,female,group C,some high school,standard,completed,59.0,54.0,67.0,180.0,60.0,60.0,C,Pass,74
402,male,group A,some college,standard,none,53.0,43.0,43.0,139.0,46.333333333333336,46.33333333333333,D,Pass,73
403,female,group A,some college,free/reduced,none,49.0,65.0,55.0,169.0,56.333333333333336,56.333333333333336,D,Pass,63
404,female,group D,high school,standard,completed,88.0,99.0,100.0,287.0,95.66666666666667,95.66666666666667,A+,Pass,83
405,female,group C,high school,standard,none,54.0,59.0,62.0,175.0,58.333333333333336,58.333333333333336,D,Pass,87
406,female,group C,some high school,standard,none,63.0,73.0,68.0,204.0,68.0,68.0,C,Pass,75
407,male,group B,associate's degree,standard,completed,65.0,65.0,63.0,193.0,64.33333333333333,64.33333333333333,C,Pass,87
408,female,group B,associate's degree,standard,none,82.0,80.0,77.0,239.0,79.66666666666667,79.66666666666666,B,Pass,83
409,female,group D,high school,free/reduced,completed,52.0,57.0,56.0,165.0,55.0,55.00000000000001,D,Pass,86
410,male,group D,associate's degree,standard,completed,87.0,84.0,85.0,256.0,85.33333333333333,85.33333333333334,A,Pass,92
411,female,group D,master's degree,standard,completed,70.0,71.0,74.0,215.0,71.66666666666667,71.66666666666667,B,Pass,65
412,male,group E,some college,standard,completed,84.0,83.0,78.0,245.0,81.66666666666667,81.66666666666667,A,Pass,92
413,male,group D,associate's degree,standard,none,71.0,66.0,60.0,197.0,65.66666666666667,65.66666666666666,C,Pass,85
414,male,group B,some high school,standard,completed,63.0,67.0,67.0,197.0,65.66666666666667,65.66666666666666,C,Pass,81
415,female,group C,bachelor's degree,free/reduced,completed,51.0,72.0,79.0,202.0,67.33333333333333,67.33333333333333,C,Pass,84
416,male,group E,high school,standard,none,84.0,73.0,69.0,226.0,75.33333333333333,75.33333333333333,B,Pass,70
417,male,group C,bachelor's degree,standard,completed,71.0,74.0,68.0,213.0,71.0,71.0,B,Pass,84
418,male,group C,associate's degree,standard,none,74.0,73.0,67.0,214.0,71.33333333333333,71.33333333333334,B,Pass,69
419,male,group D,some college,standard,none,68.0,59.0,62.0,189.0,63.0,63.0,C,Pass,74
420,male,group E,high school,free/reduced,completed,57.0,56.0,54.0,167.0,55.666666666666664,55.666666666666664,D,Pass,79
421,female,group C,associate's degree,free/reduced,completed,82.0,93.0,93.0,268.0,89.33333333333333,89.33333333333333,A,Pass,65
422,female,group D,high school,standard,completed,57.0,58.0,64.0,179.0,59.666666666666664,59.66666666666667,D,Pass,69
423,female,group D,master's degree,free/reduced,completed,47.0,58.0,67.0,172.0,57.333333333333336,57.333333333333336,D,Pass,87
424,female,group A,some high school,standard,completed,59.0,85.0,80.0,224.0,74.66666666666667,74.66666666666667,B,Pass,94
425,male,group B,some college,free/reduced,none,41.0,39.0,34.0,114.0,38.0,38.0,D,Fail,91
426,female,group C,some college,free/reduced,none,62.0,67.0,62.0,191.0,63.666666666666664,63.66666666666667,C,Pass,85
427,male,group C,bachelor's degree,standard,none,86.0,83.0,86.0,255.0,85.0,85.0,A,Pass,67
428,male,group C,some high school,free/reduced,none,69.0,71.0,65.0,205.0,68.33333333333333,68.33333333333333,C,Pass,92
429,male,group A,some high school,free/reduced,none,65.0,59.0,53.0,177.0,59.0,59.0,D,Pass,99
430,male,group C,some high school,free/reduced,none,68.0,63.0,54.0,185.0,61.666666666666664,61.66666666666667,C,Pass,69
431,male,group C,associate's degree,free/reduced,none,64.0,66.0,59.0,189.0,63.0,63.0,C,Pass,84
432,female,group C,high school,standard,none,61.0,72.0,70.0,203.0,67.66666666666667,67.66666666666666,C,Pass,62
433,male,group C,high school,standard,none,61.0,56.0,55.0,172.0,57.333333333333336,57.333333333333336,D,Pass,69
434,female,group A,some high school,free/reduced,none,47.0,59.0,50.0,156.0,52.0,52.0,D,Pass,97
435,male,group C,some high school,standard,none,73.0,66.0,66.0,205.0,68.33333333333333,68.33333333333333,C,Pass,64
436,male,group C,some college,free/reduced,completed,50.0,48.0,53.0,151.0,50.333333333333336,50.33333333333333,D,Pass,83
437,male,group D,associate's degree,standard,none,75.0,68.0,64.0,207.0,69.0,69.0,C,Pass,100
438,male,group D,associate's degree,free/reduced,none,75.0,66.0,73.0,214.0,71.33333333333333,71.33333333333334,B,Pass,89
439,male,group C,high school,standard,none,70.0,56.0,51.0,177.0,59.0,59.0,D,Pass,71
440,male,group D,some high school,standard,completed,89.0,88.0,82.0,259.0,86.33333333333333,86.33333333333333,A,Pass,67
441,female,group C,some college,standard,completed,67.0,81.0,79.0,227.0,75.66666666666667,75.66666666666667,B,Pass,86
442,female,group D,high school,standard,none,78.0,81.0,80.0,239.0,79.66666666666667,79.66666666666666,B,Pass,67
443,female,group A,some high school,free/reduced,none,59.0,73.0,69.0,201.0,67.0,67.0,C,Pass,64
444,female,group B,associate's degree,standard,none,73.0,83.0,76.0,232.0,77.33333333333333,77.33333333333333,B,Pass,96
445,male,group A,some high school,free/reduced,none,79.0,82.0,73.0,234.0,78.0,78.0,B,Pass,76
446,female,group C,some high school,standard,completed,67.0,74.0,77.0,218.0,72.66666666666667,72.66666666666667,B,Pass,95
447,male,group D,some college,free/reduced,none,69.0,66.0,60.0,195.0,65.0,65.0,C,Pass,77
448,male,group C,high school,standard,completed,86.0,81.0,80.0,247.0,82.33333333333333,82.33333333333334,A,Pass,90
449,male,group B,high school,standard,none,47.0,46.0,42.0,135.0,45.0,45.0,D,Pass,82
450,male,group B,associate's degree,standard,none,81.0,73.0,72.0,226.0,75.33333333333333,75.33333333333333,B,Pass,65
451,female,group C,some college,free/reduced,completed,64.0,85.0,85.0,234.0,78.0,78.0,B,Pass,64
452,female,group E,some college,standard,none,100.0,92.0,97.0,289.0,96.33333333333333,96.33333333333334,A+,Pass,74
453,female,group C,associate's degree,free/reduced,none,65.0,77.0,74.0,216.0,72.0,72.0,B,Pass,91
454,male,group C,some college,free/reduced,none,65.0,58.0,49.0,172.0,57.333333333333336,57.333333333333336,D,Pass,85
455,female,group C,associate's degree,free/reduced,none,53.0,61.0,62.0,176.0,58.666666666666664,58.666666666666664,D,Pass,84
456,male,group C,bachelor's degree,free/reduced,none,37.0,56.0,47.0,140.0,46.666666666666664,46.666666666666664,D,Pass,80
457,female,group D,bachelor's degree,standard,none,79.0,89.0,89.0,257.0,85.66666666666667,85.66666666666667,A,Pass,61
458,male,group D,associate's degree,free/reduced,none,53.0,54.0,48.0,155.0,51.666666666666664,51.66666666666667,D,Pass,80
459,female,group E,bachelor's degree,standard,none,100.0,100.0,100.0,300.0,100.0,100.0,A+,Pass,86
460,male,group B,high school,standard,completed,72.0,65.0,68.0,205.0,68.33333333333333,68.33333333333333,C,Pass,83
461,male,group C,bachelor's degree,free/reduced,none,53.0,58.0,55.0,166.0,55.333333333333336,55.333333333333336,D,Pass,61
462,male,group B,some college,free/reduced,none,54.0,54.0,45.0,153.0,51.0,51.0,D,Pass,61
463,female,group E,some college,standard,none,71.0,70.0,76.0,217.0,72.33333333333333,72.33333333333334,B,Pass,64
464,female,group C,some college,free/reduced,none,77.0,90.0,91.0,258.0,86.0,86.0,A,Pass,67
465,male,group A,bachelor's degree,standard,completed,75.0,58.0,62.0,195.0,65.0,65.0,C,Pass,83
466,female,group C,some college,standard,none,84.0,87.0,91.0,262.0,87.33333333333333,87.33333333333333,A,Pass,83
467,female,group D,associate's degree,free/reduced,none,26.0,31.0,38.0,95.0,31.666666666666668,31.666666666666664,D,Fail,64
468,male,group A,high school,free/reduced,completed,72.0,67.0,65.0,204.0,68.0,68.0,C,Pass,62
469,female,group A,high school,free/reduced,completed,77.0,88.0,85.0,250.0,83.33333333333333,83.33333333333334,A,Pass,82
470,male,group C,some college,standard,none,91.0,74.0,76.0,241.0,80.33333333333333,80.33333333333333,A,Pass,67
471,female,group C,associate's degree,standard,completed,83.0,85.0,90.0,258.0,86.0,86.0,A,Pass,96
472,female,group C,high school,standard,none,63.0,69.0,74.0,206.0,68.66666666666667,68.66666666666667,C,Pass,90
473,female,group C,associate's degree,standard,completed,68.0,86.0,84.0,238.0,79.33333333333333,79.33333333333333,B,Pass,93
474,female,group D,some high school,standard,none,59.0,67.0,61.0,187.0,62.333333333333336,62.33333333333333,C,Pass,91
475,female,group B,associate's degree,standard,completed,90.0,90.0,91.0,271.0,90.33333333333333,90.33333333333333,A+,Pass,64
476,female,group D,bachelor's degree,standard,completed,71.0,76.0,83.0,230.0,76.66666666666667,76.66666666666667,B,Pass,97
477,male,group E,bachelor's degree,standard,completed,76.0,62.0,66.0,204.0,68.0,68.0,C,Pass,67
478,male,group D,associate's degree,standard,none,80.0,68.0,72.0,220.0,73.33333333333333,73.33333333333333,B,Pass,75
479,female,group D,master's degree,standard,none,55.0,64.0,70.0,189.0,63.0,63.0,C,Pass,73
480,male,group E,associate's degree,standard,none,76.0,71.0,67.0,214.0,71.33333333333333,71.33333333333334,B,Pass,82
481,male,group B,high school,standard,completed,73.0,71.0,68.0,212.0,70.66666666666667,70.66666666666667,B,Pass,98
482,female,group D,associate's degree,free/reduced,none,52.0,59.0,56.0,167.0,55.666666666666664,55.666666666666664,D,Pass,83
483,male,group C,some college,free/reduced,none,68.0,68.0,61.0,197.0,65.66666666666667,65.66666666666666,C,Pass,60
484,male,group A,high school,standard,none,59.0,52.0,46.0,157.0,52.333333333333336,52.33333333333333,D,Pass,60
485,female,group B,associate's degree,standard,none,49.0,52.0,54.0,155.0,51.666666666666664,51.66666666666667,D,Pass,94
486,male,group C,high school,standard,none,70.0,74.0,71.0,215.0,71.66666666666667,71.66666666666667,B,Pass,75
487,male,group D,some college,free/reduced,none,61.0,47.0,56.0,164.0,54.666666666666664,54.666666666666664,D,Pass,97
488,female,group C,associate's degree,free/reduced,none,60.0,75.0,74.0,209.0,69.66666666666667,69.66666666666667,C,Pass,63
489,male,group B,some high school,standard,completed,64.0,53.0,57.0,174.0,58.0,57.99999999999999,D,Pass,100
490,male,group A,associate's degree,free/reduced,completed,79.0,82.0,82.0,243.0,81.0,81.0,A,Pass,84
491,female,group A,associate's degree,free/reduced,none,65.0,85.0,76.0,226.0,75.33333333333333,75.33333333333333,B,Pass,80
492,female,group C,associate's degree,standard,none,64.0,64.0,70.0,198.0,66.0,66.0,C,Pass,79
493,female,group C,some college,standard,none,83.0,83.0,90.0,256.0,85.33333333333333,85.33333333333334,A,Pass,81
494,female,group C,bachelor's degree,standard,none,81.0,88.0,90.0,259.0,86.33333333333333,86.33333333333333,A,Pass,86
495,female,group B,high school,standard,none,54.0,64.0,68.0,186.0,62.0,62.0,C,Pass,100
496,male,group D,high school,standard,completed,68.0,64.0,66.0,198.0,66.0,66.0,C,Pass,81
497,female,group C,some college,standard,none,54.0,48.0,52.0,154.0,51.333333333333336,51.33333333333333,D,Pass,62
498,female,group D,some college,free/reduced,completed,59.0,78.0,76.0,213.0,71.0,71.0,B,Pass,88
499,female,group B,some high school,standard,none,66.0,69.0,68.0,203.0,67.66666666666667,67.66666666666666,C,Pass,75
